full_name,gender,state
Mary Lee,F,Nevada
Elizabeth Gabriele,F,Georgia
Charlotte Cassel,F,Virginia
Dale Chavis,M,Virginia
Sharon Roberts,F,New Jersey
Michael Bennett,M,Colorado
Estela Johnson,F,Virginia
Daryl Marks,M,Colorado
Hubert Coleman,M,Colorado
Jacques Frederick,M,Arkansas
James Pruitt,M,New York
James Ceballos,M,New York
Brenda Dewey,F,Virginia
David Ott,M,Florida
Jill Larson,F,Alabama
Darin Buster,M,Georgia
Caroline Rochat,F,Florida
Lillian Rogers,F,Arkansas
Robert Carter,M,Colorado
Larry Stead,M,Arizona
Judy Hyman,F,Alabama
Christopher Perez,M,Connecticut
Eldon Lewis,M,Texas
Anne Davis,F,California
George Reyes,M,Alaska
James Hill,M,Alabama
Lorenzo Robinson,M,Colorado
Eric Bayless,M,Virginia
Lois Cornelius,F,Nevada
Michael Ware,M,Nevada
Chad Hill,M,Georgia
Larry Garcia,M,Nevada
Elizabeth Schmatz,F,Alaska
Chase Goins,M,Virginia
Jeremy Pereira,M,Virginia
Elizabeth Ramon,F,Arkansas
Michael Elam,M,Nevada
David Garrison,M,New Jersey
Raymond Manteca,M,Texas
Susan Ritchey,F,Alabama
Kari Stebbins,F,Colorado
Anne Brandt,F,Georgia
Billie Beltran,F,Virginia
Willie Pleva,M,Texas
Warren Marcoux,M,Arizona
John Shevlin,M,Nevada
Sarah Robinson,F,New York
James Contreras,F,New Jersey
Helen Frost,F,California
Peter Curry,M,Colorado
Evelyn Spady,F,Arkansas
Melinda Lewis,F,New York
Marjorie Lee,F,Nevada
Mary Bailey,F,Georgia
Brenda Perron,F,California
Patricia Stratton,F,Florida
Barbara Grider,F,Arizona
Jose Morrissey,M,Connecticut
Carin Tolentino,F,California
Christopher Montague,M,New York
Evelyn Cox,F,New York
Michael Orr,M,California
Jean Roan,F,New York
Dia Riggins,F,Florida
Holly Hess,F,New York
Frances Lopez,F,Colorado
Matthew Forester,M,Texas
John Chute,M,Arizona
Angela King,F,Alabama
Frank Kahola,M,Arkansas
Jennifer Adams,F,New York
Tracy Naranjo,M,Nevada
Marisol Beebe,F,New York
Jayna Black,F,Alaska
Sally Heard,F,New York
Fred Williams,M,Alaska
Victoria Beers,F,Alaska
Bruce Green,M,New Jersey
Kenneth Dickens,M,Colorado
Jose Allen,M,Arizona
Martha Lewis,F,Colorado
Tina Woodcock,F,Alaska
Irene Mcjunkin,F,Arizona
Jessica Cooper,F,New Jersey
Elida Turner,F,Virginia
Miguel Garcia,M,Alabama
Deborah Stevens,F,Texas
Sylvia Sparks,F,New York
Archie Powers,M,Connecticut
Kenneth Brown,M,Florida
Melinda Wiley,F,Connecticut
Philip Tucker,M,Connecticut
Erica Chilcutt,F,Virginia
Alma Aragon,F,New Jersey
Yesenia Martin,F,Florida
Maynard Gee,M,Virginia
Irving Winter,M,Connecticut
Jaunita Emmert,F,Arizona
Kyle Combs,M,Alabama
Tisa Karg,F,New York
Wade Carr,M,Connecticut
Ray Alvine,M,Georgia
Jacinda Lantz,F,Georgia
Shiela Thompson,F,Arizona
Maurice Robb,F,Florida
Christina Jeske,F,Nevada
David Peay,M,Arkansas
Thomas Schock,M,Arkansas
Norman Richart,M,Virginia
Janice Weston,F,Alabama
Jana Poulin,F,Connecticut
Sharon Rizo,F,Texas
Danielle Talamo,F,Colorado
Jesus Clouse,M,California
Tammie Velasquez,F,Texas
Blanca Bollinger,F,Georgia
Joann Rettig,F,Texas
Linda Juelfs,F,Alaska
John Stout,M,California
Gwendolyn Drews,F,Arizona
Zachary Muir,M,Arkansas
Patrick Robinson,M,Florida
Gary Allen,M,Connecticut
Dorothy Nelson,F,New York
Wayne Eades,M,Florida
Dominick Chow,M,Connecticut
Jo Nading,F,Arizona
John Russell,M,Florida
Kenya Miller,F,New Jersey
Mildred Felmet,F,Virginia
Louie Tolles,M,Arkansas
Roger Primeaux,M,New Jersey
George Hayes,M,New York
Joseph Kim,M,Connecticut
Edward Beatty,M,Arkansas
Catherine Zaragoza,F,New York
Kathy Matos,F,New Jersey
William Roark,M,Alaska
David Curry,M,New York
George Harbin,M,Texas
Heather Elliott,F,Nevada
Melissa Kline,F,Alabama
Irene Riddle,F,Virginia
Alvin Minardi,M,Virginia
Charlie Kuhn,M,Alaska
Patricia Seidel,F,Alaska
Kathleen Thompson,F,Colorado
Helen Ohare,F,Virginia
Dean Odaniel,M,Nevada
Carmen Lamkin,F,Nevada
Richard Wall,M,Texas
Lawrence Wilkinson,M,Arkansas
Joyce Bateman,F,Colorado
Katherine Demery,F,New York
Jacquelyn Jaques,F,Georgia
Darrell Benjamin,M,Nevada
Thomas Jones,M,Alabama
Nick Wilson,M,Georgia
Robert Lopez,M,Colorado
Marla Abbott,F,Nevada
Scott Hatala,M,Virginia
David Baker,M,Texas
Jerome Bruce,M,Florida
Joseph Dixon,M,Nevada
Diana Votta,F,Alaska
Amber Nelson,F,Virginia
Adam Carrillo,M,Florida
James Magness,M,Colorado
Christopher Scott,M,Georgia
Louise Trujillo,F,Georgia
Lisa Mayberry,F,California
John Myers,M,Florida
Barbara Larochelle,F,Arkansas
Joel Amenta,M,Arkansas
Philip Krupka,M,Alaska
Victoria Santmyer,F,Texas
Margarett Kinard,F,Nevada
Steve Albright,M,Arizona
Sandra Wilson,F,Arkansas
Bessie Black,F,Connecticut
Frances Pitts,F,Virginia
Ronnie Freeman,M,New York
Michale Rowe,M,Colorado
Joseph Wilson,M,Alaska
Lillian Ewing,F,Texas
Steve Cox,M,New Jersey
Ernest Johnson,M,Colorado
Jason Zirin,M,Nevada
Ron Burton,M,Connecticut
Ryan Trinka,M,Virginia
Michele Martinez,F,Nevada
James Brunswick,M,New York
Paula Parker,F,Colorado
Michael Miller,M,Florida
Thomas Smith,M,Georgia
Harold Marion,M,Arizona
April Ibarra,F,Alaska
David Williams,M,Virginia
Daniel Major,M,Alabama
Gerald Keller,M,Colorado
Jonathan Vent,M,Alabama
Melissa Henderson,F,Texas
Jay Kirby,M,Florida
Chadwick Rosenholm,M,Alabama
Anthony Watson,M,Connecticut
Wanda Kirk,F,California
Cassandra White,F,New Jersey
Meghan Valenzuela,F,New York
Nola Manser,F,Florida
Jerry Fears,M,Alaska
Darlene Delgado,F,Georgia
Judith Bolden,F,New York
Fern Calabrese,F,Texas
Rae French,F,California
Jose Clayton,M,Alaska
Jennifer Patterson,F,Georgia
Michael Paul,M,Arkansas
Terri Colley,F,Nevada
Clifford Bizzell,M,Arizona
Ann Kumro,F,Arkansas
Grace Swank,F,Connecticut
Madeline Kimball,F,Arizona
Lucinda Wiand,F,Texas
Romona Wheeler,F,Connecticut
Frieda Mooney,F,New York
Antonio Low,M,Alabama
Marvin Pridemore,M,New Jersey
Anna Morrison,F,Nevada
Harriet Hollifield,F,Florida
Linda Merrill,F,Georgia
Maria Ferrusi,F,Alaska
Alan Thomas,M,Virginia
Kevin Williams,M,Colorado
Beverly Rommel,F,Arkansas
Alecia Childress,F,Georgia
Barbara Hamiton,F,Arizona
Ruben Smith,M,Virginia
Joe Tate,M,Colorado
Matthew Lighty,M,Nevada
Kurt Westerman,M,Alabama
Deborah Pearson,F,Alaska
Allie Alguire,F,New Jersey
Elizabeth Gibson,F,Colorado
Linda Jaillet,F,New Jersey
Elizabeth Phillips,F,Florida
Sondra Pike,F,Arkansas
Herbert Willingham,M,Florida
Kathleen Novakovich,F,Connecticut
Kenneth Delarosa,M,Georgia
Erika Cowie,F,Connecticut
Venus Singer,F,Texas
Barbara Berntson,F,Georgia
Ashley Bradford,F,Texas
Delores Goede,F,Arkansas
Kelly Rodriques,F,Florida
Tom Allen,M,Alaska
Jeffrey Flye,M,New Jersey
Scarlett Shortino,F,Alaska
Marsha Lawrence,F,Arizona
Jean Jovich,F,Alaska
Cecil Erlewine,M,Arkansas
Laila Hogan,F,Nevada
Henry Flamer,M,New York
Joseph Warren,M,New York
Marvin Jacobs,M,New Jersey
Craig Tolbert,M,Connecticut
Rose Lewis,F,Arkansas
Tammy Doherty,F,Connecticut
Jorge Stiles,M,Virginia
David Carter,M,California
Kathy Leiva,F,Virginia
Mark Boyce,M,Georgia
Roy Goodman,M,Nevada
Vivian Webb,F,Florida
Katherine Trabert,F,Colorado
Mary Chung,F,Texas
Carl Huntsinger,M,Connecticut
Stephen Joyner,M,Alabama
Cindy Meath,F,Alabama
Eric Bolden,M,California
Gayle Weech,F,Arizona
David Mcquillen,M,Arkansas
Jimmy Nguyen,M,New York
John Gourley,M,Connecticut
Stuart Shirilla,M,Georgia
Richard Guenther,M,Arizona
Phyllis Good,F,Nevada
Tiffany Johnson,F,Nevada
Greg Roberts,M,New Jersey
Salvador Pena,M,Alabama
Martha Smith,F,New Jersey
Alex Mavai,M,Alaska
Kathryn Miller,F,Arizona
Zachary Bailey,M,Alabama
Darlene Arroyo,F,Connecticut
Rosa Ring,F,Texas
Terry Gonzalez,M,New York
Loretta Hernandez,F,Texas
Robert Anderson,M,California
Amanda Stocks,F,Alaska
Lisa Hricko,F,Connecticut
Jennifer Mackie,F,Arkansas
Chris Foster,F,Texas
Kamilah Maddy,F,Connecticut
Micheal Houle,M,Colorado
Sandra Burell,F,Colorado
Stella Gordon,F,Georgia
Josette Cullars,F,Texas
Kenneth Albano,M,Colorado
Bella Lataille,F,Connecticut
Elizabeth Gomez,F,Alaska
Dustin Hedges,M,New York
David Duffey,M,Alaska
Timothy Cortez,M,New York
Gloria Seymour,F,Alabama
Lena Fitzgerald,F,Georgia
Margaret Lamkin,F,Colorado
Joan Margerum,M,Alabama
Tammy Vazquez,F,Connecticut
Philip Gautier,M,Arizona
Terry Bisom,M,California
Michael Chaffin,M,Nevada
James Gill,M,Arizona
David Lopez,M,Connecticut
John Wallace,M,Alaska
Joe Lovelady,M,Alabama
Steven Beltran,M,Florida
Maurice Vanhouten,M,Alaska
Jeff Allah,M,Arizona
Russell Marshall,M,Connecticut
Joan King,F,Connecticut
Karen Breed,F,New Jersey
William Shipman,M,Georgia
James Garza,M,Alabama
Marla Daniels,F,Nevada
David Stalvey,M,Nevada
Robert Maher,M,New Jersey
Patricia Woody,F,Alaska
Shawna Humphrey,F,Texas
Christopher Manning,M,New York
Mike Schroeder,M,Florida
Brittany Boswell,F,Colorado
Franklin Russel,M,Connecticut
Antonio Diaz,M,Arkansas
Barbara Kelley,F,Connecticut
Wilmer Gadwah,M,Florida
Frederick Griffin,M,Arkansas
George Garrett,M,Nevada
Tisha West,F,Virginia
Joan Duque,F,New York
June Torres,F,Arizona
Tonya Giles,F,Alabama
Joesph Brumer,M,California
Michael Dubin,M,Nevada
Herman Lyles,M,Georgia
Tasha Rivers,F,Colorado
Franklin Warren,M,Alaska
Jill Sparks,F,Virginia
Barbara Brey,F,Alaska
Amelia Weber,F,California
Jordan Melero,M,Virginia
Ryan Trotz,M,Nevada
Tina Wheeler,F,New Jersey
Joan Taylor,F,Texas
Melissa Crosten,F,Virginia
Hildegard Rogers,F,Arkansas
Ashleigh Sandau,F,Alabama
Conrad Wilson,M,Colorado
Mary Davis,F,Texas
Erna Williamson,F,Arkansas
Steven Irwin,M,Connecticut
Raymond Cole,M,Colorado
Donna Reeks,F,Florida
Paula Cox,F,California
Marianne Tannehill,F,Alabama
Ernesto Crump,M,New Jersey
Elsie Gerber,F,Colorado
James Rhoades,M,Alaska
John Martin,M,Arkansas
Maureen Seneker,F,Nevada
Candace Nation,F,New Jersey
Cesar Wagner,M,Alaska
Eugene Mendez,M,Alabama
Lauren Jones,F,Georgia
Janet Perez,F,New York
Callie Blessing,F,Georgia
Lloyd Dawson,M,New Jersey
Marcia Baker,F,California
Lucy Ryan,F,Nevada
Kevin Kamerling,M,Nevada
Juanita Tanner,F,New York
Arthur Mazur,M,Georgia
Eric Bussen,M,Nevada
Carrie Reynolds,F,New Jersey
Elizabeth Sieberg,F,Arizona
Robert Camp,M,Alabama
Eugenio Menendez,M,New York
Cecilia Miller,F,Georgia
Emanuel Howard,M,Connecticut
Betty Marin,F,Virginia
Linda Hibbler,F,Arkansas
Steven Walker,M,Connecticut
Briana Rundlett,F,Arkansas
Ina Stark,F,Arizona
Kathleen Fallon,F,Florida
Dorothy Abel,F,Georgia
Brent Swift,M,Georgia
Richard Burton,M,Connecticut
Thomas Loftus,M,Alaska
Dale English,M,Florida
Robert Boyd,M,Arkansas
Mildred Santiago,F,Alabama
Leonor Willis,F,Georgia
James Honkanen,M,Georgia
Jose Labelle,M,Florida
Berry Alford,M,Connecticut
Deb Olson,F,New York
Reynaldo Schwarz,M,Arizona
Donna Crafton,F,Connecticut
David Race,M,Georgia
Lorraine Glaspie,F,Alaska
Audrey Brittingham,F,Texas
Earline Dale,F,New York
Colleen Obrien,F,Florida
Shane Pepper,M,Florida
Debra Soto,F,Arkansas
Guillermina Janosek,F,Nevada
William Davis,M,Connecticut
Brian Sam,M,California
Linda Cansler,F,Georgia
Rodney Townsend,M,Connecticut
Rosalie Mumbower,F,Virginia
Lisa Howard,F,Colorado
William Mccoy,M,Virginia
Darlene Ramero,F,Connecticut
Stacey Currier,F,Texas
Lorene Mitchell,F,Connecticut
Erin Hix,F,Alaska
Lillian Johnston,F,Florida
Thomas Valenziano,M,New York
Christopher Gonzalez,M,Alaska
Jesse Tamayo,M,Texas
Brittney Mitchell,F,California
Linda Lutz,F,New Jersey
Sara Jones,F,Arizona
Melissa Jackson,F,Arkansas
Beulah Danforth,F,New Jersey
Judith Almeida,F,Texas
Berneice Shofner,F,Alaska
Carol Belvin,F,Texas
Richard Whitrock,M,Arizona
Ryan Garcia,M,Colorado
Yvonne Ezell,F,Texas
Kevin Baker,M,New York
Jesus Mysliwiec,M,Connecticut
Lawrence Bullock,M,Texas
Steve Jones,M,Georgia
Gail Cabrales,F,Florida
Victoria Phillips,F,Virginia
Judith Stclair,F,Virginia
Marilyn Baker,F,New York
Carlos Butler,M,Georgia
Dennis Stefaniak,M,Florida
Stephane Dillingham,F,Arkansas
Williams Johnson,M,Georgia
Betty Ramon,F,Alaska
Michael Chisholm,M,Arizona
Emma Burbank,F,Colorado
Margaret Grider,F,Alabama
James White,M,Arkansas
Lance Overbaugh,M,Georgia
Lisa Thor,F,Connecticut
Wilfred Kirby,M,Alabama
Jeff Lake,M,Alabama
Patricia Wilson,F,Colorado
Christy Waters,F,Alaska
Frank Powell,M,Colorado
Lucille Walton,F,Colorado
Carmen Stafford,F,New York
Joseph Raio,M,Georgia
Cornelius Stephenson,M,Colorado
Carmen Collier,F,Colorado
Miriam Carter,F,Arkansas
Daniel Feeney,M,Florida
Juanita Fine,F,Alabama
Katie Mcneal,F,Nevada
John Page,M,Colorado
Barbara Borek,F,California
Heather Whitney,F,New York
Charles Green,M,New Jersey
Charles Richardson,M,Alaska
Patrick Kinneman,M,Georgia
Kathryn Murphy,F,Texas
Russell Chenoweth,M,Texas
Rene Reynolds,M,Alabama
Anna Westin,F,Arkansas
Rebecca Rink,F,Florida
Jo Nicley,F,New York
Robert Steichen,M,New York
Jeremy Juarez,M,Arkansas
Raymond Jenson,M,Texas
Gloria Schroeder,F,Florida
Matthew Swink,M,Colorado
Robert Soto,M,Alaska
Roger Cano,M,New Jersey
Helen Gibbons,F,Arizona
Harvey Romo,M,Arizona
Norris Valle,M,Texas
Dona Hardy,F,New Jersey
Dorothy Schmitt,F,Arkansas
Hector Rohling,M,Alabama
Sara Lawrence,F,Florida
Martha Benton,F,Alaska
Quintin Dickson,M,Texas
Eddie Jones,M,Alaska
Gary Hamby,M,Connecticut
Rachel Turner,F,Alabama
Tina Graham,F,Nevada
William Mayberry,M,Virginia
Lynn Wilken,F,California
Anjelica Clark,F,Florida
Shelia Fagen,F,New York
Deborah Ramirez,F,Colorado
Ashley Munoz,F,Texas
Jacqueline Gibbs,F,Connecticut
Sally Tyler,F,Alaska
Branden Sayers,M,Connecticut
Peggy Carroll,F,Arkansas
Jeanette Reid,F,Connecticut
Justin Pearson,M,Colorado
Marcella Arena,F,New York
Mark Benjamin,M,Florida
Amanda Chung,F,New Jersey
Mary Brown,F,Texas
Dong Green,M,Texas
Bernard West,M,Arkansas
Gregory Pitts,M,New York
Cathy Boyd,F,Alaska
Carol Korpal,F,Nevada
Richard Seymour,M,Virginia
Magdalena Stack,F,Connecticut
James Brackett,M,New York
Kathryn Holland,F,Alabama
Martin Hendon,M,Connecticut
Robert Penderel,M,New Jersey
Sean King,M,Virginia
Marie Brian,F,New Jersey
Robert Bechtol,M,Colorado
Cyrus Gottfried,M,Connecticut
Joanne Browne,F,New Jersey
Kenneth Hernandez,M,Florida
Thelma Lopez,F,Alaska
Edna Zingaro,F,Nevada
Donna Orr,F,Florida
Randy Lewis,M,Texas
Isabelle Brown,F,Virginia
Fern Williams,F,California
Morris Ford,M,Alaska
Sofia Ward,F,Arkansas
John Munari,M,Colorado
Eric Warren,M,Virginia
Irma Vegetabile,F,Alabama
Jerry Churchill,M,New Jersey
Michelle Smith,F,Georgia
Megan Maloney,F,California
Ida Dwyer,F,Arkansas
George Martin,M,Nevada
Salvador Berkley,M,New Jersey
Arnetta Coffell,F,Colorado
James Ross,M,Virginia
Clifford Green,M,Texas
Robert Hilts,M,New Jersey
Tina Ramos,F,Connecticut
Monica Peak,F,New Jersey
Jenny Henry,F,California
Phillip Harbin,M,Connecticut
Rosamond Folwell,F,Alabama
Jeffrey Medina,M,Florida
Flossie Verdino,F,Alabama
Helen Cole,F,Colorado
Jane Abeyta,F,Connecticut
William Larson,M,Nevada
Cynthia Jehlicka,F,Virginia
Danette Zehr,F,Colorado
Leroy Hughes,M,New Jersey
Willie Webber,M,New Jersey
Michael Lauria,M,Arkansas
Travis Ogorman,M,Arizona
Chad Ramirez,M,Florida
William Willoughby,M,California
Lucia Jones,F,Nevada
Jimmie Gamble,M,Arizona
Joshua Diebold,M,Colorado
Clara Martinez,F,Colorado
Retha Andrews,F,Arizona
Sergio Hershenson,M,Colorado
Billy Hellman,M,Arizona
John Tyler,M,Connecticut
Sandra Cosme,F,Arkansas
Richard Leggette,M,Colorado
Jeannette Logan,F,Texas
James Faires,M,Georgia
Carmella Shaw,F,Texas
Jennifer Knudson,F,California
Arthur Parr,M,Virginia
Martha Page,F,Virginia
Billy Weiland,M,Connecticut
Ellen Yowell,F,New Jersey
Todd Mather,M,Colorado
Sharon Jones,F,Georgia
June Yang,F,Colorado
Patricia Ratliff,F,Virginia
Mollie Gutierrez,F,New Jersey
Barbara Hinojosa,F,New York
Kevin Murphy,M,California
Ann Glass,F,Arizona
Pam Schaefer,F,Arkansas
Daniel Clouthier,M,Florida
John Carter,M,Texas
Ruben Hall,M,New Jersey
George Henson,M,Virginia
William Muhr,M,Connecticut
Georgene Asuncion,F,Alaska
Craig Cazares,M,California
Danny Stewart,M,Arizona
Lee Strom,M,Florida
Josephina Dolan,F,Florida
William Marble,M,Georgia
Lindsey Nolan,F,Alaska
Judy Murray,F,Florida
Craig Bateman,M,Georgia
Anita Cheeks,F,Arizona
Virgina Diclaudio,F,Florida
Mark Moher,M,Nevada
Ricky Tirado,M,California
Gary Chase,M,Virginia
Reginald Lanier,M,California
Danielle Robinson,F,Georgia
Renee Longo,F,Florida
Marion Hoag,M,Virginia
Diana Gibson,F,Alabama
John Yuen,M,Texas
Daniel Choi,M,Arkansas
Cody Snodgrass,M,Georgia
Michael Russo,M,Alaska
John Fejes,M,Alaska
Margaret Simpson,F,Colorado
Bethany Facer,F,Georgia
Patricia Donaldson,F,Arizona
Christopher Larson,M,Alabama
Jayne Wade,F,California
Casey Gray,M,Connecticut
Karen Sokolsky,F,Colorado
Maxine Mingione,F,Texas
Joseph Doughty,M,Alabama
Loretta Allen,F,Colorado
Samuel Provine,M,Colorado
Sue Lucio,F,Texas
Vera Veazey,F,New York
Robert Anderson,M,Texas
Maria Domingo,F,Arizona
Victor Wimmer,M,Connecticut
Delores Doepke,F,New York
Amanda Pennisi,F,Florida
Troy Maddox,M,Florida
Micheal Reddick,M,Florida
Joanne Ramirez,F,New Jersey
Carolyn Mekee,F,Alabama
Kelsey Calvin,F,Alabama
Arturo Wong,M,California
Jose Fischer,M,Arkansas
Jennifer Dixon,F,Texas
Jennifer Morley,F,Alaska
Sheila Buckland,F,Arkansas
Danielle Aeschliman,F,Alabama
Natalie Hillman,F,Florida
Regina Blythe,F,Nevada
Bonnie Jones,F,Alaska
Patricia Mullin,F,Florida
Richard Pieratt,M,California
Randall Trimble,M,Texas
Patty Davis,F,Alabama
Kimberly Morgan,F,Arkansas
Joanne Aversano,F,Texas
Rachel Humphrey,F,Arizona
Paul Macias,M,Colorado
Crystal Tesoriero,F,Virginia
Wilbur Steward,M,Arizona
Kenneth Bannon,M,New Jersey
David Falcon,M,Alabama
Gerri Peterson,F,Connecticut
Stephanie Gero,F,Arizona
Hannelore Koeller,F,California
Scott Hernandez,M,Connecticut
Ruben Giron,M,Connecticut
Eloise Hinkle,F,Texas
Nathan Key,M,Nevada
Duane Saucier,M,Florida
Mike Mitchell,M,New Jersey
Danny Williams,M,Georgia
Kim Dixon,F,Arkansas
Laura Knuth,F,New Jersey
Raymond Lepage,M,Nevada
Joy Funk,F,Nevada
Manuel Chung,M,Georgia
Leona Blanding,F,California
Cathy Ramseur,F,Texas
Frank Massey,M,Florida
James Ferguson,M,New Jersey
Felicia Divine,F,Virginia
Michael Krahn,M,Texas
Travis Zerhusen,M,Alabama
Eric Lopez,M,California
Pablo Danner,M,Colorado
Carolyn Thomas,F,Georgia
Raymond Smith,M,Arkansas
Keri Ryan,F,Virginia
Larry Ortiz,M,Arkansas
Cleo Parker,F,New York
Angel Falconio,M,Florida
Ruth Gower,F,Arkansas
Jay Sellers,M,Alabama
Robert Johnson,M,Florida
Maria Wilhelm,F,Arizona
John Ramirez,M,Georgia
Grace Harney,F,Connecticut
Wilford Boyle,M,Virginia
Rebecca Digennaro,F,Georgia
Mary Greer,F,Virginia
Kendra Garcia,F,New York
Douglas Maldonado,M,California
William Raper,M,New York
Alicia Hema,F,Georgia
Cecilia Martin,F,Alaska
Avery Alexander,M,California
Glen Widdows,M,Colorado
Sonny Vogt,M,California
Irvin Stanfa,M,Georgia
Allison Delatorre,F,Florida
Donna Sellers,F,Connecticut
Louise Kesterson,F,New Jersey
Betty Weathersby,F,New Jersey
Joseph Blankenship,M,Arizona
Joseph Brown,M,Nevada
Karen Roy,F,Colorado
Donna Roberto,F,Arkansas
Vicki Williams,F,Florida
Gina Dobkin,F,Connecticut
Lillian Celestin,F,Virginia
Joe Saunders,M,Colorado
Mary Kizer,F,Colorado
Margaret Masin,F,Texas
Todd Chisholm,M,Colorado
Chad Easterling,M,New Jersey
William Gariepy,M,New Jersey
Francisco Wilson,M,Alabama
Anna Dickson,F,Georgia
Carl Mason,M,New York
Randy White,M,Florida
Tammy Johnson,F,California
Matthew Zeitler,M,Texas
Lillian Toft,F,Georgia
Mary Wilson,F,Connecticut
Robert Steins,M,Georgia
Nancy Cordell,F,Georgia
Suzanne Ralston,F,Florida
Robert Bark,M,Connecticut
John Perez,M,Nevada
Tara Margulies,F,Connecticut
James Costello,M,Virginia
Betty Domino,F,Virginia
William Reid,M,California
Sherry Koch,F,Arkansas
Donald Rabideau,M,Arkansas
Emily Williams,F,Connecticut
Carlton Castaneda,M,Georgia
Willie Bates,M,New Jersey
Yolanda Johnson,F,Arizona
Daniel Spiller,M,Florida
Diane Barrett,F,Texas
Blanche Schott,F,California
Christopher Reed,M,Connecticut
Amanda Seaney,F,Alaska
Krishna Cantrell,F,Arkansas
Toni Wood,F,California
Opal Bish,F,California
Norma Cole,F,Georgia
Lois Abbenante,F,New York
Henry Carr,M,California
Robert Maciel,M,Georgia
Jeff Molter,M,Florida
Kathy Smith,F,Alabama
Matthew Waggoner,M,Connecticut
Andrea Harrell,F,Alabama
Johnnie Beltrami,M,Connecticut
Mary Henry,F,New York
Brandon Evans,M,Florida
Richard Hernandez,M,Alaska
Jimmy Brightharp,M,Florida
Bettina Edwards,F,Alabama
Allan Washington,M,Alabama
Mary Fields,F,Alaska
Darrell Brown,M,Arizona
Michael Parizo,F,Florida
David Cleveland,M,Alabama
Virginia Carlton,F,Connecticut
Jane Kincaid,F,Virginia
Robert Miller,M,Alaska
Nancy Desoto,F,Arkansas
Bonita Schrenk,F,Texas
Mary Draves,F,Virginia
Marty Mayer,M,Alaska
Corey Phelps,M,Arizona
Edward Pickens,M,Virginia
Arlene Pince,F,Arkansas
Tina Bustos,F,Nevada
Hung Mcmahon,M,California
Betty Shoultz,F,California
Derrick Castleberry,M,California
Jeffery Smith,M,Nevada
John Mccants,M,Texas
Matthew Young,M,Alaska
Phyllis Krafft,F,California
Jeffry Greenbaum,M,Alaska
Robert Felton,M,New Jersey
Jay Hochstetler,M,Texas
Samuel Vanduzer,M,Colorado
Sara Mueller,F,Alaska
John Stephens,M,Connecticut
Mary Bonner,F,Arizona
John Kaufman,M,Arkansas
Alyssa Miller,F,New Jersey
Shannon Hamby,F,Texas
Jimmy Ramos,M,California
Gwen Watson,F,Colorado
Daryl Murchison,M,Georgia
Charles Wilson,M,New York
James Britcher,M,Alabama
Stephen Mcgrew,M,Alabama
Clara Rhinehart,F,Arizona
Larry Boston,M,California
Marvin Trahan,M,Colorado
Ruth Callaghan,F,Virginia
Cindy Gulbrandsen,F,California
James Pomeranz,M,New York
Owen Cornett,M,California
Jean Yarber,F,Georgia
Joel Burns,M,California
Jennifer Cutler,F,Florida
Gregory Settle,M,Colorado
Johnna Hayne,F,California
Andrea Bueckers,F,Arkansas
Patrick Gibson,M,Florida
Denise Belcher,F,New York
Vernon Torres,M,Nevada
Joshua Hokenson,M,Georgia
Carissa Numbers,F,Connecticut
Kent Davis,M,California
Gladys Odom,F,Georgia
Geraldine Fontenot,F,California
Terri Key,F,Nevada
Donald Brandt,M,Arizona
Ernest Durham,M,Georgia
Ruth Holmes,F,New York
Irene Huynh,F,Florida
Alpha Smith,F,Arkansas
Crystal Palmer,F,Georgia
Steven Barrett,M,Connecticut
Ronald Robinson,M,Connecticut
Michelle Keller,F,Connecticut
Martha Burch,F,Florida
Willie Talbert,M,Colorado
Virginia Mcgehee,F,California
Scott Adams,M,Nevada
Rachel Marroguin,F,Nevada
Sherry Sexton,F,California
Terri Cantella,F,Florida
Latisha Rowland,F,Alaska
Michael Johnson,M,Texas
James Lewis,M,Arkansas
Marilee Simmons,F,Connecticut
Ernest Corbitt,M,Alabama
Stephen Gilstad,M,Connecticut
Otis Cantrell,M,New York
Carolyn Floresca,F,Georgia
Gabriel Hartshorne,M,New Jersey
David Jarrard,M,Georgia
Martha Chaffins,F,Arizona
Michael Lawrence,M,Connecticut
Isabel Kennan,F,New York
Robert Jessup,M,Alaska
Martha Beltron,F,Alaska
Ronald Ramirez,M,Alabama
Randy Moriarty,M,Connecticut
William Eaves,M,Arizona
Gabriel Thompson,M,Georgia
David Mccoun,M,Connecticut
Emilia Henry,F,Texas
Daniella Swan,F,Virginia
Gary Fisher,M,Connecticut
Sammie Bowling,M,Georgia
James Gay,M,Arizona
Sarah Smith,F,Florida
Jessica Comeaux,F,Alabama
Walter Lambert,M,Alaska
Sam Bradley,M,New York
Margarete Jones,F,Texas
Timothy Novak,M,Virginia
Deborah Parker,F,Connecticut
Elizabeth Williams,F,Georgia
Patricia Castro,F,Connecticut
Robert Aguilera,M,Arizona
Leo Wiggains,M,Texas
Lester Vickery,M,California
John Geist,M,Arizona
Dorothy Hook,F,Florida
Arnold Jones,M,Virginia
Cedric Hopper,M,Arizona
Bert Harris,M,Arizona
Josie Pfeil,F,Alabama
Steven Fields,M,Virginia
Toni Berry,F,Virginia
Annie Hoefle,F,Alabama
Daniel Calvin,M,New York
Cecilia Hayes,F,Arizona
Greg Talley,M,Alabama
Lynn Newson,F,Arizona
Flora Scott,F,New Jersey
